"id","country_id","programme_id","discipline","total","girls","broad_discipline_group_id","level_id"
"54764","2","124","Mass Communication, Visual effects, Convergent Journalism, Development Communication","3","1","051","3"
"54645","207","122","Alternate Hydro.","1","0","026","3"
"50388","153","036","Mechanical Engineering","2","0","023","4"
"58318","207","012","Commerce","9","0","009","4"
"49756","51","043","MANAGEMENT","2","2","133","4"
"52493","61","046","Computer","2","0","183","4"
"47674","202","043","BBA","5","2","133","4"
"49648","103","124","English","1","0","031","3"
"53134","83","130","Computer science","1","0","183","3"
"55567","207","043","BBA","6","1","133","4"
"60711","153","036","Civil Engineering","72","9","016","4"
"55511","153","043","Management","2","2","133","4"
"50625","103","027","Pharmacy","1","0","076","4"
"51187","216","087","Bachelor of Laws(LL.B)","14","9","052","4"
"58448","244","111","Mathematics","2","0","174","3"
"56477","2","036","Civil","7","0","016","4"
"58633","244","122","Engineering","1","0","185","3"
"52389","247","012","COMMERCE","22","1","009","4"
"50197","20","043","Management","3","1","133","4"
"51478","206","012","INFORMATION TECHNOLOGY","1","0","009","4"
"50744","153","036","Computer Science & engg.","6","0","017","4"
"57017","132","030","Computer Science, Mathematics ans Statistics","1","1","171","4"
"58358","70","157","Ph.D - H.R.M","1","0","060","1"
"51226","168","046","Computer Application","1","0","183","4"
"50372","153","082","ELECTRICAL ENGG","3","0","019","6"
"53916","231","009","Architecture","1","1","014","4"
"61559","228","030","B.Sc. (Design)","1","0","171","4"
"51754","231","129","MBBS","1","1","068","4"
"55492","55","046","it&computers","2","0","183","4"
"53210","117","036","Mechanical Engineering","26","0","023","4"
"53720","160","030","CS","8","0","171","4"
"50346","113","111","BIO-TECHNOLOGY","1","1","146","3"
"49287","198","012","Accounting & Finance","1","0","009","4"
"51646","206","043","Business Adminstration","1","0","133","4"
"48788","2","133","Civil","1","0","016","3"
"55214","2","030","Science","1","0","171","4"
"57173","73","036","Mechanical Engineering","1","0","023","4"
"60971","198","129","MBBS","6","4","068","4"
"54300","213","157","Computer Engineering (Computer Networks, AI & Soft Computing, Parallel Computing, Multimedia Technologies, Web mining & searching","1","0","017","1"
"47589","132","050","Computer Science and Engineering","1","0","017","4"
"52392","2","124","JOURNALISM","3","1","051","3"
"55276","244","050","ISE","1","0","185","4"
"54655","27","122","WRDM","1","0","026","3"
"56695","101","180","Science","1","1","101","4"
"53238","165","030","B.Sc CVT","9","5","171","4"
"57105","247","035","IT Dual Degree","4","1","185","8"
"60874","20","122","Environmental Science  and  Engineering","1","1","026","3"
"61545","216","030","B.Sc. (Information Technology)","2","0","185","4"
"59008","207","050","Chemical Engineering","1","0","015","4"
"52094","116","157","Ph.D. in Christian Studies","1","0","085","1"
"47656","216","180","Renal Dialysis","2","2","107","4"
"53469","153","089","Law","1","1","052","3"
"54640","70","157","A&P","2","0","014","1"
"59482","153","117","Medical Surgical Nursing","1","1","072","3"
"60448","160","036","Information Technology","3","0","185","4"
"61633","51","006","Economics, Political Science, Sociology","1","1","178","4"
"57151","27","036","Mechanical Engineering","8","2","023","4"
"53979","239","012","B.Com C.A","1","0","009","4"
"51689","124","150","NIL","1","0","164","3"
"56643","139","050","Computer Science & Engineering","2","0","017","4"
"57479","217","046","Computer Science","4","1","183","4"
"54078","165","070","UG","1","1","164","4"
"61074","19","129","Medicine","1","1","068","4"
"51005","244","036","ECE","1","0","020","4"
"51536","132","009","Architecture","1","1","014","4"
"55675","115","124","M.A. Political Science","1","0","112","3"
"52384","216","046","COMPUTER APPLICATION","10","1","183","4"
"52721","27","018","B.A. J&MC","1","0","051","4"
"57232","232","129","Medicine","18","10","068","4"
"52708","246","030","Bio-Technology","2","2","171","4"
"60290","244","030","B.M.C","2","0","171","4"
"60050","150","093","commerce","8","1","009","3"
"49695","8","046","BCA","1","0","183","4"
"56475","20","036","Computer","1","0","017","4"
"61132","245","030","B.Sc. OT","2","1","188","4"
"60440","153","150","Neurology","1","0","164","3"
"53887","230","012","Commerce","4","1","009","4"
"60471","247","031","Nursing","19","19","072","4"
"51122","153","193","PHARM D","1","0","076","3"
"58782","44","111","IT","1","0","107","3"
"51705","247","176","ENGLISH","5","5","031","4"
"51875","235","006","P.P.Ml.","1","1","178","4"
"54463","46","111","Computer Science","42","19","107","3"
"58835","118","043","Management","2","1","133","4"
"59400","216","036","Mechanical Engineering","4","2","023","4"
"57057","2","046","Comp. App.","6","0","183","4"
"47531","39","046","COMPUTER SCIENCE","3","0","183","4"
"50510","160","009","B.Arch","1","1","014","4"
"59398","206","036","Metallurgical and Materials Engineering","1","0","024","4"
"57938","244","036","Bachelor of Technology","1","0","026","4"
"58445","83","087","Law","1","0","052","4"
"58718","2","028","Planning","1","0","124","4"
"54925","153","012","COMMERCE","8","1","009","4"
"49549","245","006","Arts","1","1","178","4"
"58858","85","124","Disaster Management","1","0","116","3"
"59745","160","124","Sociology","1","1","115","3"
"60669","204","124","Arts","1","0","116","3"
"52172","51","009","Architecture","4","0","014","4"
"52903","5","030","Science","1","0","171","4"
"50433","160","046","Computer Science","1","0","183","4"
"55980","40","129","TB & Respiratory","5","2","068","4"
"56171","203","111","Applied Microbiology","1","1","107","3"
"56905","8","046","Science","2","0","183","4"
"47753","153","050","AERONAUTICAL","9","0","023","4"
"60334","228","012","Commerce","1","0","009","4"
"54411","160","030","Radiation Technology","1","1","188","4"
"61206","207","036","CSE","1","0","017","4"
"60993","39","046","SCIENCE","1","0","183","4"
"60024","217","043","Management","1","1","133","4"
"61255","2","082","Diploma (Engg.)  Civil Engg.(CE)","1","0","016","6"
"57202","150","043","Bachelor of Business Administratior","1","1","133","4"
"57816","153","126","Management","6","2","133","3"
"52438","55","130","Post Graduate","1","0","183","3"
"59129","207","126","Business Administration","1","1","133","3"
"61195","160","036","CIVIL ENGINEERING","1","0","016","4"
"52083","160","111","M.Sc. Wildlife Science","1","0","004","3"
"58200","160","184","nursing","1","1","072","6"
"56120","245","018","General","2","0","051","4"
"52784","20","124","Bengali","1","0","040","3"
"47166","70","006","Arts","1","1","178","4"
"61242","198","129","All","1","1","068","4"
"54804","109","176","Political Science","1","1","112","4"
"55529","113","087","LAW","3","0","052","4"
"56304","2","176","Political Science","2","0","112","4"
"54860","224","176","Psychology","4","4","113","4"
"47163","2","006","Arts","2","0","178","4"
"47947","52","036","PCM","1","0","019","4"
"58962","51","130","Computer Application","3","0","183","3"
"60339","153","006","Arts","1","1","178","4"
"49630","193","046","COMPUTER SCIENCE","3","0","183","4"
"49826","2","044","Commerce","1","0","055","4"
"54215","27","031","B. Sc. (Nursing)","1","1","072","4"
"57602","230","030","Economics (Honours)","9","2","171","4"
"57382","232","129","MEDICAL","2","1","068","4"
"60866","235","006","French","1","1","178","4"
"59421","2","036","Engineering","1","0","016","4"
"54066","153","046","Computer","1","0","183","4"
"50715","230","036","Electronics & Communications Engineering","2","0","020","4"
"50479","193","043","Financial Markets","3","0","133","4"
"54008","207","093","M.I.B","2","0","009","3"
"55216","153","012","Commerce","1","0","009","4"
"55346","230","035","VLSI & Electronic System Design","2","2","020","8"
"50241","20","012","COMMERCE","3","1","009","4"
"48683","182","030","Computer Science","1","0","095","4"
"58548","27","036","Engineering","18","11","016","4"
"50624","153","027","Pharmacy","2","1","076","4"
"60286","244","012","E- COMMERCE","3","0","009","4"
"55030","207","093","Computer Applications","1","0","009","3"
"56698","247","180","Science","1","1","101","4"
"61526","206","036","B.Tech. (Electronics & Communication Engineering) (Communications Systems)","1","0","020","4"
"52639","153","050","Mechanical Engineering","4","0","023","4"
"48100","149","050","Chemical Engineering","2","0","015","4"
"52328","182","111","Electronics and Communications","1","0","096","3"
"50573","232","193","Pharm D","5","2","076","3"
"59043","202","111","Geology","8","0","099","3"
"57325","102","124","Politics","1","0","112","3"
"61638","160","157","Basic Sciences","1","1","008","1"
"56246","153","036","ECE","1","0","020","4"
"53777","170","036","Aerospace","2","1","023","4"
"56214","46","111","Computer Science","4","0","095","3"
"60130","30","124","Arts","1","0","109","3"
"53665","117","122","Structurals","1","1","016","3"
"54752","2","045","Commerce& Business  Studies","4","0","134","4"
"56285","132","072","Siddha","2","1","069","4"
"53203","19","036","Electrical Engineering","1","1","019","4"
"47615","206","043","Management","1","1","133","4"
"59294","206","066","Taalvadya-BPA","3","0","029","4"
"54359","160","176","Political Science","2","0","112","4"
"54282","117","036","Mechanical Engineering","1","0","023","4"
"60515","61","126","Business Administration","1","0","133","3"
"50377","153","082","Mechanical","4","0","023","6"
"56937","247","043","Tourism and Travel Management","8","3","133","4"
"47981","20","012","B. Com Honours","1","1","009","4"
"54589","20","089","Law","3","2","052","3"
"60095","27","122","Green Energy Technology","2","0","026","3"
"53082","153","180","Science","1","0","174","4"
"55000","232","017","Education","1","1","012","4"
"52814","198","036","Chemical Engg.,","1","0","015","4"
"52596","230","050","CIVIL ENGINEERING","1","0","016","4"
"57148","27","036","Computer Engineering","2","0","017","4"
"53192","230","036","Civil Engineering","2","0","016","4"
"55928","115","006","Arts","1","0","178","4"
"58275","55","130","Computer Science","2","1","183","3"
"54538","146","126","Busieness Administration","1","1","133","3"
"56480","151","036","Mechanical","1","0","023","4"
"57517","217","124","Arts","15","0","116","3"
"55677","247","012","B.Com(P)","3","0","009","4"
"48322","230","049","Dental Sciences","1","1","066","4"
"52573","206","006","Arts","13","12","178","4"
"60201","244","157","Applied Linguistics","1","0","054","1"
"56813","232","006","Economics,Political Science and Sociology","1","1","178","4"
"59753","102","049","Dental","21","7","066","4"
"61086","37","036","COE, ECE, IT, EE, ME, CIVIL, BIOTECH, MECHATRONICS & CSE","2","1","026","4"
"56918","182","093","Commerce","1","0","009","3"
"53597","27","031","Nursing","2","2","072","4"
"58951","244","050","BIOMEDICAL","2","0","026","4"
"48179","153","036","Electronics and Communication Engineering","1","0","020","4"
"51883","207","012","commerce","2","0","009","4"
"50215","153","044","Management","5","5","055","4"
"59768","153","027","Pharmacy","1","0","076","4"
"57276","40","049","Dental","1","0","066","4"
"60657","181","109","Linguistic","1","1","050","2"
"58272","55","012","Commerce","2","1","009","4"
"53273","230","070","BPT","1","0","164","4"
"58107","139","006","PSYCHOLOGY","1","1","178","4"
"56057","2","036","Non Medical","4","0","016","4"
"56822","52","006","Psychology,Sociology and Economics","2","1","178","4"
"52437","131","130","Post Graduate","1","1","183","3"
"56515","232","036","CSE","9","4","017","4"
"55001","247","017","Education","1","1","012","4"
"59642","133","030","Forensic Science","1","1","188","4"
"51813","160","117","M.Sc. Nursing-Master of Science in Nursing","1","1","072","3"
"52905","153","082","ME","20","0","023","6"
"54841","168","157","West Asian Studies","1","0","008","1"
"52160","134","046","Computer Application","1","0","183","4"
"56737","115","129","MBBS","1","1","068","4"
"50872","193","046","Computers","1","0","183","4"
"48339","168","050","CIVIL","2","0","016","4"
"50247","20","043","Plain","1","1","133","4"
"47255","33","039","Law","1","0","052","8"
"51387","206","027","Pharmacy","1","1","076","4"
"58089","102","124","ENGLISH","1","0","031","3"
"50794","193","016","interior design","2","2","181","4"
"52435","193","050","Under Graduate","1","0","016","4"
"50689","139","051","Dance","1","1","029","4"
"50868","244","111","Computer Science","3","0","095","3"
"61328","27","111","M.Sc. (Botany)","3","1","093","3"
"47983","232","043","Managment","2","2","133","4"
"55424","102","012","Commerce","1","1","009","4"
"58752","133","030","Science","1","1","171","4"
"56552","20","157","PALI","3","0","008","1"
"51697","2","176","POL. SC.","3","3","112","4"
"47787","102","070","PHYSIOTHERAPY","4","3","164","4"
"52585","122","036","Telecommunication & Information Technology","1","0","185","4"
"51661","206","009","ARCH","2","2","014","4"
"53551","247","006","Geography","4","1","178","4"
"51436","182","130","Computer Application","2","0","183","3"
"51753","6","129","MBBS","2","1","068","4"
"57852","153","043","Information Technology","2","1","133","4"
"57400","20","044","Business Management","2","1","055","4"
"52630","230","133","CONTROL AND INSTRUMENTATION","1","0","019","3"
"49780","153","036","Computer Engineering","2","0","017","4"
"52087","160","122","M.Tech Civil Engineering Construction Engineering & Management","2","0","016","3"
"51682","153","082","MECHANICAL","4","0","023","6"
"53301","160","012","Commerce","2","1","009","4"
"50578","153","027","Pharmacy","3","1","076","4"
"50592","207","012","Commerse","12","0","009","4"
"52603","217","050","COMPUTER SCIENCE","1","0","017","4"
"57199","150","030","Bachelor of Science in Medical  Imaging Technology","1","1","188","4"
"48761","160","063","Art","2","2","030","4"
"54521","216","098","Financial Management","4","0","056","3"
"58691","211","006","Arts","1","1","178","4"
"56745","196","129","MBBS","2","1","068","4"
"51779","2","030","Science","8","1","171","4"
"54456","165","157","Political science","1","0","112","1"
"54252","101","006","Linguistics","6","2","178","4"
"58080","46","006","ENGLISH","1","0","178","4"
"61105","51","046","BCA","24","5","183","4"
"57726","230","126","Business Management","7","3","133","3"
"58199","153","184","nursing","2","1","072","6"
"53683","139","049","Dental","1","0","066","4"
"51995","103","027","Bachelor of Pharmacy (B Pharm)","8","0","076","4"
"52645","182","126","MBA","1","0","133","3"
"49286","198","012","Management Studies","1","1","009","4"
"57704","52","046","Computer Applications","1","0","183","4"
"57305","151","148","Medical","1","1","167","3"
"52399","133","124","ECONOMICS","2","1","109","3"
"60972","206","042","Audiology & Speech Language Pathology","3","3","074","4"
"58852","153","109","Development Studies","1","0","116","2"
"51353","217","055","Hotel Management","2","1","057","4"
"60017","68","043","Management","4","0","133","4"
"54049","213","036","Civil","3","0","016","4"
"51871","27","082","Nursing","59","0","101","6"
"52586","239","036","Telecommunication & Information Technology","1","0","185","4"
"55868","202","030","MBCBT","2","0","171","4"
"61527","206","036","B.Tech. (Electrical and Electronics Engineering)","2","0","019","4"
"59810","160","111","Information Technology","1","0","185","3"
"54631","207","093","Commerce","1","0","009","3"
"57819","193","126","Management","1","0","133","3"
"56980","217","030","ComputerScience,Mathematics ans Electronics","2","0","171","4"
"52159","247","046","Computer Application","4","0","183","4"
"58975","51","036","Civil","1","0","016","4"
"57053","153","050","Computer Science & Engineering","1","1","017","4"
"56739","133","129","MBBS","2","2","068","4"
"52819","55","050","CSE","1","0","017","4"
"61536","216","006","B.A. (Journalism & Mass Communication)","3","2","178","4"
"55936","214","044","Management","1","0","055","4"
"48412","102","044","Commerce","1","1","055","4"
"53678","132","129","Medicine","2","0","068","4"
"60734","82","036","Electronics and Electrical Engineering","1","0","026","4"
"55067","193","050","ECE","2","1","020","4"
"61088","160","122","CSE, ECE, ME(Manufacturing), EE, CAD/CAM, BIOTECH, VLSI, STRUCTURAL ENGG. ENVIRONMENTAL ENGG., THERMAL ENGG.","1","0","026","3"
"52108","153","027","Pharmacy","3","1","076","4"
"56299","116","005","Ayurveda","1","0","064","4"
"55925","153","031","Medical","1","1","072","4"
"58682","2","006","Arts","1","0","178","4"
"53503","59","155","Business Administration","1","1","133","5"
"58528","151","027","Pharmacy","1","1","076","4"
"52381","216","006","Arts","6","2","178","4"
"59964","124","111","Sciences","1","1","149","3"
"60896","153","036","B.Tech","1","0","016","4"
"48485","2","062","Law","3","2","052","4"
"52401","170","111","COMPUTER SCIENCE","1","0","107","3"
"52052","124","157","English","7","2","031","1"
"53752","160","157","Medicine","2","0","068","1"
"53614","46","036","CSE","1","0","017","4"
"47912","20","043","Commerce","7","0","133","4"
"49231","224","050","Computer","1","0","017","4"
"60441","153","126","Bussiness Administration","1","0","133","3"
"51531","27","030","Science","2","2","171","4"
"56915","206","157","English with Communication Studies ","1","1","031","1"
"54472","216","093","Commerce","2","0","009","3"
"52496","37","046","Computer","1","1","183","4"
"58350","70","157","Ph.D - Geography","3","1","107","1"
"57716","20","126","Business Management","1","1","133","3"
"57041","20","043","Management","1","1","133","4"
"56837","101","043","Finance & Accounting","1","0","133","4"
"58401","46","126","Business Management","5","2","133","3"
"54870","239","124","Mass Communication, Visual effects, Convergent Journalism, Development Communication","1","0","051","3"
"51638","153","012","Commerce","1","0","009","4"
"60829","131","030","Science","1","0","171","4"
"49065","113","050","AERONAUTICAL ENGINEERING","1","0","122","4"
"52707","217","030","Bio-Technology","1","1","171","4"
"59050","40","015","BACHELOR OF DANCE","13","13","029","4"
"56665","230","050","Electronics and Communication","3","2","026","4"
"60081","68","153","Social Work","1","0","117","3"
"54378","160","082","Fashion Design Technology","1","1","027","6"
"50906","70","153","Social Work","1","1","117","3"
"51233","117","044","Management","1","0","055","4"
"55101","109","111","Yoga","1","1","107","3"
"54558","206","126","Busieness Administration","2","1","133","3"
"57189","217","036","Electronics & Communication Engineering","1","0","020","4"
"54817","139","124","Urdu","2","1","049","3"
"52482","46","046","Computer","1","0","183","4"
"60616","153","050","Electrical and Electronics Engineering","1","0","019","4"
"60751","130","046","120","1","0","183","4"
"51309","124","122","M.Tech(Nano Science & Technology) M.Tech(Comp. Science & Engineering) M.Tech (Energy & Environmental Engineering) M.Tech (Power System Engineering) M.Tech (Microwave Technology) M.Tech (Computer Networking) M.Tech (VLSI Technology) M.Tech(Biotech  &Bioinf","1","0","026","3"
"49732","65","111","science","1","1","146","3"
"55661","247","012","B.Com(H)","2","1","009","4"
"54330","244","093","Commerce","1","0","009","3"
"60629","38","124","Arts","1","0","116","3"
"54363","160","030","Dialysis","2","0","188","4"
"52143","116","044","Business Management","2","1","055","4"
"51852","133","012","Honors","1","1","009","4"
"53226","193","036","Electronics & Communication Engineering","3","2","020","4"
"59923","193","036","Civil Engineering","1","0","016","4"
"50470","193","043","e-Banking and Finance","1","0","133","4"
"52745","160","031","Nursing","14","12","072","4"
"48446","102","027","Pharmaceutical Sciences","1","1","076","4"
"57842","51","043","Information Technology","3","1","133","4"
"50574","243","108","M Pharm","1","0","076","3"
"59044","202","050","Electrical & Electronics  Engineering (Lateral)","1","0","020","4"
"56169","165","036","Mechanical Engineering","7","0","023","4"
"61534","216","006","B.A. (Fine Arts)","1","1","178","4"
"52042","124","157","Master of Business Administr","4","1","133","1"
"56344","153","036","ELECTRICAL ENGG","1","0","019","4"
"49611","2","030","Science","2","0","001","4"
"53750","160","122","Software","1","0","017","3"
"49642","52","030","EMCs","6","0","095","4"
"52750","160","031","Science","6","3","072","4"
"59579","153","043","ARTS","1","1","133","4"
"57270","247","070","PHYSIOTHTAPY","2","1","164","4"
"58436","102","126","Business Management","1","0","133","3"
"52831","232","050","ISE","1","0","017","4"
"57574","165","126","Banking and Finance","4","1","133","3"
"59198","207","027","B.PHARMA","28","12","076","4"
"58922","113","108","Pharmacy (Pharmacology)","1","1","076","3"
"60892","70","122","M.Tech Geo Engineering","1","0","026","3"
"52927","230","012","Commerce","1","1","009","4"
"57089","239","080","Sanskrit","1","1","119","1"
"56234","247","176","Social Work","1","1","116","4"
"50203","228","153","Social Work","1","1","117","3"
"51463","244","050","CHEMICAL ENGINEERING","2","0","015","4"
"57162","2","036","Computer Engineering","1","0","017","4"
"50776","165","012","Capital Markets","1","1","009","4"
"48077","153","111","Chemistry","2","0","094","3"
"54687","232","083","Cardiology","1","0","065","1"
"58262","25","043","Management","1","0","133","4"
"50449","2","111","AGRICULTURE","6","0","001","3"
"56449","40","126","General","2","0","133","3"
"51126","102","030","Optometry","1","0","171","4"
"54075","153","006","Psychology","1","0","178","4"
"59068","132","124","Economics (Integrated)","1","0","109","3"
"56497","55","031","B.SC NURSING","1","0","072","4"
"57355","153","126","Management","1","0","133","3"
"47191","113","027","Pharmacy","7","6","076","4"
"59323","206","012","Computer Application","1","1","009","4"
"52771","20","006","English","2","2","178","4"
"54517","68","093","Commerce","1","0","009","3"
"57994","235","093","Commerce","1","0","009","3"
"50316","103","089","law","1","0","052","3"
"53553","247","006","BBE","1","0","178","4"
"51631","102","108","Pharmacology","1","0","076","3"
"59997","15","039","Law","5","4","052","8"
"59991","2","111","Agril. Economics","1","0","001","3"
"58453","2","124","Public Administration","1","0","114","3"
"47614","206","012","Marketing Management","1","1","009","4"
"58795","139","111","Psychology","2","1","107","3"
"59082","182","109","Applied Geology","1","0","099","2"
"47437","2","044","Management","9","0","055","4"
"53938","245","043","Business Admin","1","0","133","4"
"55525","213","030","MLT","1","0","171","4"
"56416","39","111","Biotechnology","1","0","146","3"
"48361","20","043","B.B.A(H)","1","1","133","4"
"53183","206","036","Chemical Engineering","1","0","015","4"
"56988","160","006","History, Economics and Political Science","1","1","178","4"
"47338","113","036","Computer Engineering","1","0","017","4"
"61077","230","152","Surgery","1","0","069","3"
"52044","124","157","Civil Engineering Structural Engineering","1","0","016","1"
"55899","102","157","Physics","1","0","104","1"
"53304","2","043","MANAGEMENT","16","0","133","4"
"60720","115","036","Chemical Engineering","1","1","015","4"
"47202","232","129","MBBS","1","1","068","4"
"55164","27","046","COMPUTER APPLICATION","2","0","183","4"
"48449","160","027","Pharmaceutical Sciences","2","0","076","4"
"51789","216","030","Science","1","1","171","4"
"56787","228","030","Science","1","0","171","4"
"51452","153","050","MECHANICAL ENGINEERING","4","1","023","4"
"60757","232","036","B.Tech Computer Engg.","1","0","017","4"
"59079","182","124","Economics (Integrated)","6","1","109","3"
"61299","27","027","B.Pharm.","4","3","076","4"
"51227","244","046","Computer Application","6","0","183","4"
"60096","103","027","Degree","40","8","076","4"
"55435","101","006","Economics","1","1","178","4"
"53757","165","012","Commerce","1","0","009","4"
"57762","27","012","Commerce","1","0","009","4"
"55014","139","036","CSE","1","0","017","4"
"54511","182","111","Computer Science","2","1","107","3"
"48368","20","012","B.Com(H)","1","1","009","4"
"48605","216","050","Mining Engineering","1","0","025","4"
"54329","244","126","Business Administration (International Business)","1","0","133","3"
"59357","133","030","Information Technology","1","0","185","4"
"55475","153","036","Civil Engineering","12","4","016","4"
"47908","246","046","IT & Computer","1","0","183","4"
"58157","193","049","Dentistry","2","1","066","4"
"54364","160","030","Optometry","4","0","188","4"
"52957","160","027","Pharmacy","3","1","076","4"
"59324","132","012","Professional  Accounting","1","1","009","4"
"56524","247","176","Geography","2","1","110","4"
"58545","20","036","Engineering","9","2","017","4"
"48130","61","074","Social Work","2","1","117","4"
"59383","153","036","Metallurgical and Materials Engineering","1","0","024","4"
"49258","20","050","Electronics & Communication","1","0","020","4"
"52540","27","012","Commerce","3","0","009","4"
"52021","124","111","M. Sc. Computer Science","9","1","095","3"
"58091","103","111","BIOCHEMISTRY","3","0","094","3"
"54345","160","006","Economics","13","2","178","4"
"61164","37","027","B.PHARMACY","2","2","076","4"
"56666","198","050","Electronics and Communication","1","1","026","4"
"47944","160","036","PCM","1","0","020","4"
"55637","153","036","PT","1","0","026","4"
"54790","102","157","Bio-Science","1","0","091","1"
"54273","111","111","Chemistry","1","0","094","3"
"52265","19","036","Computer Science & Engineering","1","1","017","4"
"52762","2","046","Computer Applications","2","0","183","4"
"59476","203","124","Social Work","1","1","115","3"
"47714","160","006","Arts","3","1","178","4"
"56933","217","006","Communicative English,English and Psychology","1","1","178","4"
"50963","160","027","Pharmacy","2","0","076","4"
"56359","116","044","Business Management","4","0","055","4"
"60005","216","089","Law","1","1","052","3"
"58681","239","157","Budhist Studies","7","1","116","1"
"55079","70","050","ECE","1","0","020","4"
"53813","193","030","Viscom","2","1","171","4"
"52769","153","184","NURSING","1","1","072","6"
"53073","27","031","nursing","4","2","072","4"
"48207","103","093","COMMERCE","3","1","009","3"
"49706","119","046","BCA","2","0","183","4"
"53993","182","030","B.Sc. Electronics & Communication Systems","5","2","171","4"
"52608","133","050","ELECTRONICS AND COMMUNICATION","1","1","020","4"
"53947","153","112","Biochemistry","1","0","143","3"
"58822","133","036","Engineering","1","0","026","4"
"56454","103","027","B.Pharm","4","0","076","4"
"51580","20","036","Aerospace","3","0","023","4"
"54223","246","043","B. B. A. + B. B.A. (H)","6","1","133","4"
"47566","232","129","Medical","23","11","068","4"
"49057","153","050","AERONAUTICAL ENGINEERING","3","0","122","4"
"50591","182","012","Commerse","1","0","009","4"
"55366","182","111","Microbiology","1","0","156","3"
"49547","32","006","Arts","1","1","178","4"
"60939","153","036","ENGINEERING","2","0","017","4"
"57982","247","124","Social Work","1","1","116","3"
"50515","2","176","Pol. science","2","0","112","4"
"47160","23","006","Arts","1","0","178","4"
"61541","216","046","BCA","6","1","183","4"
"52843","153","030","IT","4","0","095","4"
"52335","27","051","Fine Arts & Fashion Designing","3","2","028","4"
"54397","160","111","Environmental Science","1","0","097","3"
"53621","65","036","CSE","1","0","017","4"
"53220","19","036","Electronics & Communication Engineering","2","1","020","4"
"59318","160","030","Physics","1","1","171","4"
"60958","232","027","Doctor of Pharmacy","1","0","076","4"
"54785","102","180","Bio-Technology","1","1","146","4"
"56211","245","036","Civil Engineering","1","0","016","4"
"53843","198","036","Mechanical","4","0","023","4"
"51756","232","129","MBBS","5","5","068","4"
"52271","40","036","Electronics & Communication Engineering","1","0","020","4"
"57094","102","027","PHARMACY","18","10","076","4"
"49781","202","036","Computer Engineering","1","0","017","4"
"60478","244","157","Pharmacognosy and Phytochemistry","1","0","076","1"
"61601","20","111","M.Sc. (Computer Science)","2","0","095","3"
"60739","70","157","Electronics and Electrical Engineering","4","0","026","1"
"61391","133","043","BBA","1","1","133","4"
"59435","206","036","Civil Engineering","1","0","016","4"
"58625","123","122","Engineering","1","0","020","3"
"47180","205","005","BAMS","1","0","064","4"
"58761","145","030","Science","1","1","171","4"
"56013","2","046","Computer","1","0","183","4"
"53236","132","030","B.Sc CVT","1","0","171","4"
"53998","27","030","Information Technology","1","0","185","4"
"52002","109","030","Agriculture","2","0","001","4"
"54598","102","157","Education","1","1","012","1"
"57736","153","126","Business Management","11","3","133","3"
"59716","157","050","COMPUTER SCIENCE","1","0","017","4"
"60689","104","129","Medicine","1","1","068","4"
"50353","27","176","Political Science","1","0","112","4"
"55303","153","122","COMMUNICATION AND RADAR SYSTEMS","2","1","020","3"
"59731","230","050","Civil","3","0","016","4"
"60488","117","157","Islamic Studies","3","1","086","1"
"48101","228","133","Communication System","1","0","020","3"
"52933","206","027","Pharmacy","1","0","076","4"
"56511","70","157","CSE","1","0","017","1"
"53949","132","129","Medical","3","3","068","4"
"50423","27","043","Management","1","0","133","4"
"61151","245","043","BBA","2","1","133","4"
"55232","153","131","Paediatrics","1","0","075","3"
"57423","103","044","Business Management","1","0","055","4"
"52720","197","046","BCA","1","0","183","4"
"50895","27","036","CIVIL","7","0","016","4"
"58619","218","122","Engineering","1","0","023","3"
"55837","101","030","COMPUTER SCIENCE","5","1","095","4"
"50751","239","036","Computer Science & engg.","2","0","017","4"
"60177","160","111","M.Sc. ( Microbiology, Biotechnology, Biochemistry, Green Chemistry )","3","0","107","3"
"60571","206","111","Mathematics","1","1","174","3"
"60876","20","157","Biosciences and Bioengineering","1","1","026","1"
"52158","2","046","Computer Application","2","0","183","4"
"57890","247","093","Commerce","5","1","009","3"
"50802","2","006","Arts","10","0","178","4"
"56096","153","036","Non Medical","14","0","023","4"
"52442","153","036","Civil Engineering","1","0","016","4"
"60933","52","046","COMPUTER","11","2","183","4"
"57298","132","129","Medical","4","0","068","4"
"61557","216","036","B.Tech. (Electronics & Communication Engineering) (Digital Signal Processing)","1","0","020","4"
"54921","32","155","Human Consciousness, Yoga and Alternative Therapy","1","1","083","5"
"58637","27","126","MBA","1","1","133","3"
"48705","113","126","management","5","2","133","3"
"61596","245","111","M.Sc. (Mathematics)","1","0","174","3"
"51355","165","006","Mass Media","1","1","178","4"
"57555","116","082","Diploma of Proficiency in English and Career Skills","5","3","031","6"
"59207","206","176","MCVP","2","0","051","4"
"61529","207","027","B.Pharm.","1","0","076","4"
"48164","103","124","Arts","1","0","115","3"
"57868","8","030","Science","1","1","171","4"
"59613","160","030","B.Sc. (Biotechnology)","2","0","171","4"
"61354","39","126","MBA (With specialisation/options)","0","0","133","3"
"57266","207","012","B.COM","1","1","009","4"
"59499","153","122","Software Engineering","2","1","017","3"
"49215","79","050","Petrochemical","1","1","026","4"
"47647","206","050","Civil Engineering","1","0","016","4"
"53096","153","176","Arts","1","0","031","4"
"55519","102","070","Physiotherapy","1","0","164","4"
