"id","name","statecode","survey_year","is_dcf_applicable","type_id","district_code"
"0471","Ponnaiyah Ramajayam Institute of Science & Technology, Thanjavur","33","2015","true","06","620"
"0473","S.R.M. Institute of Science & Technology, Chennai","33","2015","true","06","604"
"0474","Sathyabama Institute of Science & Technology, Chennai","33","2015","true","06","604"
"0477","Sri Chandrasekharendra Saraswathi Vishwa Mahavidyalaya, Kancheepuram","33","2015","true","06","604"
"0475","Saveetha University, Chennai","33","2015","true","06","602"
"0478","Sri Ramachandra Medical College and Research Institute, Chennai","33","2015","true","06","602"
"0480","Tamil Nadu Dr. Ambedkar Law University, Chennai","33","2015","true","02","603"
"0479","St. Peter's Institute of Higher Education and Research, Chennai","33","2015","true","06","602"
"0481","Tamil Nadu Dr. M.G.R. Medical University , Chennai","33","2015","true","02","603"
"0482","Tamil Nadu Open University, Chennai","33","2015","true","10","603"
"0483","Tamil Nadu Teacher Education University, Chennai","33","2015","true","02","603"
"0484","Tamil Univesity, Thanjavur","33","2015","true","02","620"
"0485","Tamilnadu Agricultural University, Coimbatore","33","2015","true","02","632"
"0486","Tamilnadu Physical Education and Sports University, Chennai","33","2015","true","02","604"
"0487","Tamilnadu Veterinary & Animal Sciences University, Chennai","33","2015","true","02","602"
"0488","Thiruvalluvar Univeristy, Vellore","33","2015","true","02","605"
"0490","Vellore Institute of Technology, Vellore","33","2015","true","06","605"
"0493","National Institute of Technology, Agartala","16","2015","true","07","289"
"0492","VINAYAKA MISSIONs RESEARCH FOUNDATION, SALEM","33","2015","true","06","608"
"0495","Tripura University, Agartala","16","2015","true","01","289"
"0496","Aligarh Muslim University, Aligarh","09","2015","true","01","143"
"0497","Amity University, Gautam Budh Nagar","09","2015","true","03","141"
"0498","Babasheb Bhimrao Ambedkar University, Lucknow","09","2015","true","01","157"
"0499","Babu Banarsi Das University, Lucknow","09","2015","true","03","157"
"0500","Banaras Hindu University, Banaras","09","2015","true","01","197"
"0503","Central Institute of Higher Tibetan Studies, Varanasi","09","2015","true","04","197"
"0507","Dayalbagh Educational Institute, Agra","09","2015","true","05","146"
"0513","G.L.A University, Mathura","09","2015","true","03","145"
"0515","IFTM University, Moradabad","09","2015","true","03","135"
"0517","Indian Institute of Technology, Kanpur","09","2015","true","07","164"
"0518","Indian Veterinary Research Institute, Izatnagar","09","2015","true","04","150"
"0519","Integral University, Lucknow","09","2015","true","03","157"
"0520","Invertis University, Bareily","09","2015","true","03","150"
"0528","Mangalayatan University, Aligarh","09","2015","true","03","143"
"0529","Mohammad Ali Jauhar University, Rampur","09","2015","true","03","136"
"0533","Noida International University","09","2015","true","03","141"
"0534","UP Pandit Deen Dayal Upadhyaya Veterinary University & Gau-Anusandhan Sansthan, Mathura","09","2015","true","02","145"
"0535","Rajiv Gandhi Institute of Petroleum Technology, Rae Bareli","09","2015","true","07","158"
"0536","Sam Higginbottom Institute of Agriculture, Technology & Sciences, Allahabad","09","2015","true","05","175"
"0538","Sanjay Gandhi Post Graduate Institute of Medical Sciences, Lucknow","09","2015","true","08","157"
"0539","Santosh University, Ghaziabad","09","2015","true","06","140"
"0541","Sharda University, Gautam Budh Nagar","09","2015","true","03","141"
"0543","Swami Vivekananda Subharti University, Meerut","09","2015","true","03","138"
"0544","Teerthanker Mahaveer University, Moradabad","09","2015","true","03","135"
"0546","U.P. Rajarshi Tandon Open University, Allahabad","09","2015","true","10","175"
"0548","University of Allahabad, Allahabad","09","2015","true","01","175"
"0553","Forest Research Institute, Dehradun","05","2015","true","04","060"
"0556","Gurukul Kangri Vishwavidyalaya, Haridwar","05","2015","true","05","068"
"0557","Hemwati Nandan Bahuguna Garhwal Univeristy, Srinagar, Garhwal","05","2015","true","01","061"
"0560","Indian Institute of Technology, Roorkee","05","2015","true","07","068"
"0572","Indian Institute of Science Education & Research (IISER), Kolkata,","19","2015","true","07","336"
"0573","Indian Institute of Technology, Kaharagpur","19","2015","true","07","344"
"0574","Indian Statistical Institute, Kolkata","19","2015","true","07","337"
"0577","National Institute of Technology, Durgapur","19","2015","true","07","335"
"0602","Rani Channamma University, Belagavi","29","2015","true","02","555"
"0026","Nizam Institute of Medical Sciences,  Hyderabad","36","2015","true","08","536"
"0645","GLOCAL UNIVERSITY","09","2015","true","03","132"
"0001","Dr Y S R Horticulture University","28","2015","true","02","546"
"0002","A.P. University of Law, Vishakhapatnam","28","2015","true","02","544"
"0003","Acharya Nagarjuna University, Guntur","28","2015","true","02","548"
