"id","non_teaching_staff","teaching_staff","total"
"45636","37","74","111"
"52104","10","10","20"
"48690","0","10","10"
"47224","1","2","3"
"54776","0","25","25"
"42546","5","15","20"
"45734","0","4","4"
"50791","0","10","10"
"54814","502","109","611"
"54348","10","1","11"
"43218","3","5","8"
"45789","0","3","3"
"44325","9","9","18"
"43471","4","0","4"
"46512","8","21","29"
"47649","6","2","8"
"50011","4","6","10"
"54760","1","2","3"
"51802","2","2","4"
"48645","0","3","3"
"52245","1","0","1"
"48288","24","75","99"
"42623","2","4","6"
"46221","8","12","20"
"54276","10","25","35"
"49723","5","23","28"
"46142","12","8","20"
"49451","40","29","69"
"49845","2","2","4"
"45310","0","4","4"
"51933","4","3","7"
"53709","4","2","6"
"43645","5","12","17"
"55589","4","7","11"
"55141","140","65","205"
"52338","60","72","132"
"46091","9","16","25"
"50359","5","20","25"
"48887","4","6","10"
"48072","0","9","9"
"52300","3","3","6"
"51539","44","63","107"
"44840","3","0","3"
"42390","8","13","21"
"48539","3","5","8"
"51804","9","13","22"
"50873","4","8","12"
"45142","3","16","19"
"53853","23","16","39"
"55020","58","41","99"
"46634","0","1","1"
"42240","2","2","4"
"55537","0","3","3"
"42283","0","12","12"
"43786","4","8","12"
"47597","10","10","20"
"48615","3","3","6"
"47490","18","32","50"
"48133","23","60","83"
"47747","5","5","10"
"44587","2","2","4"
"46783","2","0","2"
"47710","15","28","43"
"51676","6","9","15"
"53159","2","8","10"
"43876","1","1","2"
"54897","7","22","29"
"44384","1","3","4"
"51248","1","1","2"
"51722","14","9","23"
"45383","10","6","16"
"45866","39","15","54"
"54978","32","73","105"
"54525","4","4","8"
"50106","46","66","112"
"54216","10","26","36"
"55132","7","13","20"
"47182","5","0","5"
"43185","12","20","32"
"48307","9","6","15"
"54828","6","10","16"
"43385","10","4","14"
"42468","3","5","8"
"46285","0","15","15"
"48760","3","7","10"
"48888","42","63","105"
"53983","24","5","29"
"51219","1","3","4"
"52556","3","0","3"
"54746","3","8","11"
"50024","0","8","8"
"51376","10","3","13"
"45819","3","5","8"
"49339","25","60","85"
"53763","0","2","2"
"52355","2","1","3"
"43848","15","20","35"
"48088","5","1","6"
"45055","5","8","13"
"48585","10","18","28"
"49367","0","8","8"
"54022","20","28","48"
"43680","2","5","7"
"45437","13","9","22"
"46010","5","6","11"
"54305","40","40","80"
"43578","0","4","4"
"50154","17","20","37"
"46713","26","29","55"
"50981","0","3","3"
"53755","3","8","11"
"50194","8","8","16"
"44081","12","9","21"
"48536","13","36","49"
"44017","1","0","1"
"46411","4","8","12"
"47715","10","10","20"
"44268","3","7","10"
"47785","10","12","22"
"44730","4","8","12"
"48600","20","15","35"
"42982","0","1","1"
"49423","6","28","34"
"51305","1","3","4"
"51869","10","5","15"
"55697","6","8","14"
"49684","1","2","3"
"55750","8","10","18"
"44431","0","1","1"
"47606","2","2","4"
"47728","3","2","5"
"53194","18","119","137"
"55038","2","3","5"
"50785","14","14","28"
"54372","12","12","24"
"55584","1","13","14"
"55714","2","3","5"
"46986","4","5","9"
"55322","12","16","28"
"44179","8","9","17"
"51341","1","1","2"
"43468","11","24","35"
"46699","0","2","2"
"45733","5","2","7"
"46771","1","0","1"
"55710","78","224","302"
"50447","2","0","2"
"54675","3","5","8"
"45648","0","6","6"
"50500","6","4","10"
"53317","14","17","31"
"46570","4","10","14"
"48962","4","24","28"
"45606","1","1","2"
"45519","24","48","72"
"53420","5","10","15"
"45975","36","32","68"
"55787","448","212","660"
"53309","38","35","73"
"47310","2","0","2"
"47010","14","57","71"
"53404","2","0","2"
"48606","0","1","1"
"47412","18","23","41"
"50614","2","2","4"
"45869","11","9","20"
"52683","0","2","2"
"48665","18","10","28"
"43582","4","4","8"
"47933","4","6","10"
"53440","15","15","30"
"46100","1","2","3"
"49932","1","1","2"
"52517","10","20","30"
"50211","13","8","21"
"51667","0","2","2"
"45476","7","3","10"
"55679","16","20","36"
"42371","1","1","2"
"55758","4","8","12"
"48129","6","13","19"
"45837","2","10","12"
"46441","24","42","66"
"49446","5","10","15"
"53745","2","3","5"
"55180","63","67","130"
"55786","342","267","609"
"42976","10","18","28"
"45500","7","18","25"
"51351","0","5","5"
"52775","5","9","14"
"55747","4","0","4"
"51198","","","1"
"43572","0","5","5"
"43262","13","10","23"
"47959","10","5","15"
"53209","0","1","1"
"42501","5","28","33"
"43382","56","19","75"
"52342","13","13","26"
"48337","10","10","20"
"54328","171","43","214"
"51389","1","0","1"
"50039","5","29","34"
"47029","0","2","2"
"49676","6","0","6"
"55075","5","5","10"
"43538","0","4","4"
"49005","4","0","4"
"55257","4","18","22"
"48919","42","12","54"
"46752","16","40","56"
"54914","4","6","10"
"43345","2","2","4"
"49469","1","1","2"
"45761","11","8","19"
"48483","8","6","14"
"47142","1","2","3"
"47780","4","4","8"
"54268","6","12","18"
"49392","28","4","32"
"50545","0","2","2"
"47701","10","10","20"
"55775","3","3","6"
"46046","33","37","70"
"44324","36","108","144"
"47284","14","6","20"
"42573","7","6","13"
"42679","4","7","11"
"48232","1","3","4"
"42591","0","2","2"
"53896","118","75","193"
"49267","10","0","10"
"50850","2","13","15"
"49541","7","1","8"
"51464","8","8","16"
"52429","45","26","71"
"53024","0","2","2"
"46182","5","23","28"
"54842","2","4","6"
"55817","5","9","14"
"46572","8","26","34"
"51338","4","0","4"
"45014","90","80","170"
"53525","0","12","12"
"54344","5","10","15"
"45126","6","3","9"
"47495","8","8","16"
"44087","0","4","4"
"50027","2","2","4"
"51952","27","42","69"
"49633","15","6","21"
"48540","17","35","52"
"53332","1","1","2"
"49321","2","0","2"
"47886","2","5","7"
"52363","41","56","97"
"47836","9","11","20"
"51203","0","3","3"
"51905","297","612","909"
"42870","10","12","22"
"45879","6","5","11"
"46723","5","6","11"
"50795","26","74","100"
"55632","7","0","7"
"55488","2","5","7"
"55643","11","8","19"
"45797","2","10","12"
"47457","34","44","78"
"45489","8","15","23"
"45359","0","2","2"
"53769","0","5","5"
"44593","23","16","39"
"48568","44","73","117"
"42931","54","0","54"
"45996","2","0","2"
"48744","18","25","43"
"52782","0","8","8"
"44371","3","0","3"
"50238","10","20","30"
"54754","8","8","16"
"53149","0","4","4"
"55668","1","3","4"
"55881","5","7","12"
"44233","3","3","6"
"47090","2","8","10"
"46983","297","612","909"
"50796","3","1","4"
"45824","6","6","12"
"46295","6","0","6"
"50870","6","16","22"
"44762","4","7","11"
"47210","1","3","4"
"50928","24","49","73"
"50888","2","2","4"
"53037","6","8","14"
"48146","7","10","17"
"52091","10","10","20"
"55317","5","7","12"
"55486","24","33","57"
"42990","3","0","3"
"43051","16","30","46"
"43989","3","0","3"
"49835","7","19","26"
"52626","10","13","23"
"43328","2","3","5"
"44943","5","10","15"
"48771","11","29","40"
"53954","2","6","8"
"48289","2","0","2"
"48199","2","2","4"
"54203","10","30","40"
"47705","5","15","20"
"51140","10","15","25"
"51851","1","7","8"
"50388","2","1","3"
"49756","6","24","30"
"52493","11","14","25"
"49648","1","1","2"
"53134","3","6","9"
"55567","20","25","45"
"42820","8","12","20"
"44442","3","32","35"
"43906","8","11","19"
"46033","0","1","1"
"55511","1","2","3"
"50625","20","12","32"
"43932","8","16","24"
"45211","4","4","8"
"51187","0","2","2"
"48060","10","19","29"
"50197","7","2","9"
"52389","0","5","5"
"46343","0","5","5"
"51478","2","1","3"
"50744","2","5","7"
"50372","2","1","3"
"51226","12","10","22"
"51329","154","181","335"
"46722","8","9","17"
"48904","4","4","8"
"55492","2","2","4"
"50346","4","3","7"
"44567","0","5","5"
"49287","13","9","22"
"44521","0","1","1"
"55603","3","4","7"
"49850","24","12","36"
"52918","21","38","59"
"48788","9","7","16"
"55214","5","8","13"
"47589","16","32","48"
"52392","4","5","9"
"55276","284","240","524"
"49978","6","15","21"
"49356","1","2","3"
"49972","10","20","30"
"45431","5","5","10"
"45059","10","15","25"
"47656","5","7","12"
"54640","26","1","27"
"42106","2","5","7"
"42604","25","74","99"
"53979","26","30","56"
"51689","17","20","37"
"45813","1","0","1"
"45495","3","6","9"
"54078","0","3","3"
"46941","0","10","10"
"51005","15","21","36"
"55675","1","4","5"
"52384","15","20","35"
"52721","206","109","315"
"45799","18","11","29"
"52708","18","15","33"
"45825","0","1","1"
"49695","10","46","56"
"44661","0","4","4"
"44520","0","3","3"
"46117","6","17","23"
"51122","12","17","29"
"42825","3","0","3"
"51705","25","30","55"
"46943","32","18","50"
"46066","5","10","15"
"42200","10","18","28"
"47531","27","34","61"
"50510","2","4","6"
"44316","6","0","6"
"42710","8","16","24"
"47541","20","15","35"
"49920","12","30","42"
"54925","5","20","25"
"49549","266","136","402"
"52172","78","75","153"
"50433","0","4","4"
"46429","5","13","18"
"42466","1","0","1"
"48965","1","7","8"
"42717","5","6","11"
"47753","0","5","5"
"54411","40","53","93"
"46800","13","5","18"
"44455","0","4","4"
"51025","8","2","10"
"42669","0","9","9"
"44645","1","3","4"
"52438","4","5","9"
"52083","","","15"
"47166","5","20","25"
"52784","15","8","23"
"55529","16","18","34"
"54860","0","1","1"
"43607","5","10","15"
"47163","1","0","1"
"52579","10","23","33"
"47947","0","5","5"
"42205","0","17","17"
"49630","4","5","9"
"44753","3","13","16"
"45343","7","6","13"
"45832","2","2","4"
"54886","3","17","20"
"54066","3","5","8"
"43915","4","8","12"
"50715","14","69","83"
"43660","7","8","15"
"50479","6","6","12"
"54008","10","30","40"
"55216","1","1","2"
"50241","16","30","46"
"55346","10","14","24"
"48997","10","1","11"
"49015","4","15","19"
"48683","28","16","44"
"44584","5","7","12"
"50624","215","70","285"
"49124","5","15","20"
"55030","25","15","40"
"45360","7","5","12"
"52639","22","24","46"
"55810","1","10","11"
"52328","26","24","50"
"45690","2","3","5"
"43730","12","8","20"
"46147","10","6","16"
"45322","4","8","12"
"45376","85","198","283"
"46999","14","7","21"
"53777","102","134","236"
"45573","46","0","46"
"54752","1","5","6"
"44776","0","3","3"
"46853","13","15","28"
"50026","5","35","40"
"49119","26","30","56"
"55720","5","6","11"
"54282","0","1","1"
"47289","25","20","45"
"49468","6","48","54"
"50377","3","3","6"
"47981","15","13","28"
"45550","4","5","9"
"50000","1","3","4"
"52814","0","2","2"
"46086","0","10","10"
"47140","18","9","27"
"55928","16","10","26"
"47243","1","2","3"
"48883","2","5","7"
"55677","3","10","13"
"48322","0","2","2"
"52573","2","10","12"
"47239","0","2","2"
"45965","34","32","66"
"53597","2","2","4"
"50215","3","1","4"
"44131","7","8","15"
"44657","4","7","11"
"46588","5","9","14"
"55746","5","13","18"
"45706","8","14","22"
"46044","5","26","31"
"43887","0","2","2"
"52437","4","8","12"
"55001","30","50","80"
"51813","8","12","20"
"54841","2","5","7"
"44167","136","95","231"
"52160","48","15","63"
"42900","4","8","12"
"50872","5","0","5"
"44094","0","2","2"
"45997","6","10","16"
"43513","1","7","8"
"47953","0","14","14"
"51043","4","14","18"
"54149","0","2","2"
"48339","0","3","3"
"51029","15","15","30"
"45051","2","7","9"
"47255","4","0","4"
"51387","3","12","15"
"50794","6","5","11"
"50689","1","1","2"
"50868","18","12","30"
"43407","25","30","55"
"47983","1","5","6"
"55424","2","3","5"
"45339","0","1","1"
"46569","2","0","2"
"47787","10","26","36"
"51661","19","154","173"
"52585","3","18","21"
"53551","6","3","9"
"51436","2","0","2"
"51753","2","10","12"
"52630","30","38","68"
"42970","4","4","8"
"46994","29","85","114"
"49780","3","5","8"
"43778","0","2","2"
"53301","0","36","36"
"50578","27","32","59"
"43745","3","8","11"
"50592","40","32","72"
"45531","45","89","134"
"49463","6","3","9"
"52603","0","1","1"
"54521","7","7","14"
"48761","12","16","28"
"42528","1","1","2"
"51779","4","0","4"
"43647","9","15","24"
"45835","1","1","2"
"54252","9","7","16"
"42854","2","14","16"
"42620","0","2","2"
"43868","3","12","15"
"53683","3","2","5"
"51995","0","2","2"
"52645","5","10","15"
"49286","9","7","16"
"42422","1","1","2"
"52399","10","6","16"
"51573","0","32","32"
"42634","128","32","160"
"51353","14","33","47"
"46484","5","5","10"
"51871","2","4","6"
"54049","15","10","25"
"52586","10","10","20"
"55868","12","5","17"
"44577","0","2","2"
"45109","3","7","10"
"49101","5","7","12"
"54631","0","2","2"
"45952","78","55","133"
"44222","4","3","7"
"52819","5","8","13"
"55936","2","8","10"
"54109","25","25","50"
"53678","4","17","21"
"55067","4","10","14"
"50023","2","2","4"
"52108","8","20","28"
"55925","6","2","8"
"48485","4","4","8"
"48083","20","50","70"
"52401","0","4","4"
"52052","71","73","144"
"47912","0","1","1"
"49231","4","5","9"
"43384","0","1","1"
"51531","12","28","40"
"52496","89","45","134"
"54472","10","15","25"
"45707","10","10","20"
"42178","1","0","1"
"54870","2","2","4"
"51638","34","45","79"
"49065","1","2","3"
"52707","4","10","14"
"54378","1","1","2"
"42294","5","7","12"
"50906","23","12","35"
"51233","5","10","15"
"55101","5","5","10"
"45508","30","39","69"
"52482","4","12","16"
"48849","2","6","8"
"49393","9","15","24"
"43597","27","12","39"
"48174","5","4","9"
"49732","1","1","2"
"55661","10","15","25"
"54330","0","3","3"
"54363","6","12","18"
"45113","11","29","40"
"46467","3","1","4"
"52143","7","62","69"
"51852","15","15","30"
"53226","0","1","1"
"54123","20","17","37"
"50470","40","20","60"
"52745","5","2","7"
"45244","13","11","24"
"44693","40","60","100"
"48446","1","1","2"
"44837","30","80","110"
"50574","0","2","2"
"42175","4","1","5"
"52042","5","1","6"
"49611","12","30","42"
"49846","2","3","5"
"52750","36","32","68"
"53750","1","2","3"
"43625","4","14","18"
"50048","18","3","21"
"55266","7","7","14"
"52831","3","6","9"
"55821","3","6","9"
"45544","3","4","7"
"46245","24","19","43"
"44420","20","11","31"
"52927","15","12","27"
"44742","1","4","5"
"47016","13","12","25"
"50203","10","16","26"
"51463","6","0","6"
"45089","0","150","150"
"45822","14","8","22"
"45031","10","15","25"
"50776","7","40","47"
"48077","0","6","6"
"54687","2","3","5"
"50449","14","13","27"
"51126","0","1","1"
"44647","8","10","18"
"54075","4","4","8"
"44287","625","175","800"
"47191","7","17","24"
"49988","2","5","7"
"52771","5","2","7"
"47003","10","4","14"
"54517","0","5","5"
"43556","5","7","12"
"50316","0","24","24"
"51631","5","15","20"
"46513","4","4","8"
"50685","20","26","46"
"47614","31","34","65"
"47437","2","0","2"
"46530","0","2","2"
"49856","1","1","2"
"53938","81","18","99"
"42610","2","4","6"
"55525","10","12","22"
"48361","2","3","5"
"53183","4","9","13"
"45625","5","2","7"
"47338","14","38","52"
"48942","10","5","15"
"47077","12","13","25"
"55899","150","50","200"
"52044","0","1","1"
"53381","5","6","11"
"47323","6","7","13"
"53304","0","45","45"
"43782","15","40","55"
"47202","1","0","1"
"46058","31","32","63"
"48449","11","8","19"
"55164","15","17","32"
"45172","0","8","8"
"51789","10","8","18"
"46546","18","32","50"
"51452","8","37","45"
"43202","1","0","1"
"55435","24","44","68"
"48914","16","20","36"
"47849","0","5","5"
"53757","18","15","33"
"46227","4","12","16"
"54511","5","9","14"
"55014","17","8","25"
"48368","4","11","15"
"54329","20","0","20"
"48605","15","9","24"
"43011","8","20","28"
"45277","102","138","240"
"55475","34","30","64"
"47908","3","3","6"
"54364","13","15","28"
"52957","4","2","6"
"44322","6","3","9"
"48130","2","6","8"
"49993","2","0","2"
"52540","13","26","39"
"43891","60","30","90"
"42655","9","23","32"
"52021","4","4","8"
"54345","1","0","1"
"47944","2","3","5"
"55637","5","6","11"
"52265","75","120","195"
"42681","1","0","1"
"54273","9","15","24"
"46060","2","7","9"
"52762","3","5","8"
"42883","1","4","5"
"46292","3","7","10"
"44473","12","16","28"
"50963","5","10","15"
"42586","1","0","1"
"48016","1","1","2"
"43799","4","10","14"
"43084","8","15","23"
"43043","0","2","2"
"47355","8","19","27"
"46150","10","5","15"
"55079","19","6","25"
"49137","14","26","40"
"52879","2","0","2"
"46039","21","25","46"
"52769","7","11","18"
"47200","60","80","140"
"53073","22","70","92"
"44533","3","0","3"
"48207","5","13","18"
"49706","10","30","40"
"48915","5","41","46"
"52608","165","213","378"
"53947","11","24","35"
"51574","5","10","15"
"51580","5","7","12"
"45478","4","4","8"
"49866","297","612","909"
"48053","10","4","14"
"54223","1","3","4"
"47566","10","32","42"
"45970","2","4","6"
"45380","9","8","17"
"49057","16","18","34"
"50591","6","11","17"
"55366","120","84","204"
"46682","12","12","24"
"50515","2","2","4"
"47160","26","80","106"
"52843","2","0","2"
"47839","1","3","4"
"52335","6","9","15"
"49106","18","52","70"
"43718","0","1","1"
"46161","10","25","35"
"53621","2","0","2"
"53220","3","3","6"
"50050","4","5","9"
"47854","8","36","44"
"54785","2","12","14"
"46415","311","69","380"
"47084","5","12","17"
"51756","15","40","55"
"53843","2","1","3"
"52271","11","14","25"
"45510","2","2","4"
"43127","7","10","17"
"45730","0","24","24"
"44576","3","12","15"
"47180","1","2","3"
"53236","1","3","4"
"52002","15","35","50"
"53998","4","3","7"
"44879","25","17","42"
"54598","2","6","8"
"51046","0","4","4"
"47465","5","6","11"
"42152","1","2","3"
"47260","6","27","33"
"50353","4","9","13"
"55303","24","19","43"
"46114","4","2","6"
"45100","0","1","1"
"48929","4","10","14"
"52933","10","22","32"
"46055","3","1","4"
"53949","8","16","24"
"52880","0","5","5"
"42945","25","88","113"
"50423","4","15","19"
"55232","0","6","6"
"45525","2","6","8"
"52720","116","38","154"
"50895","4","7","11"
"55837","169","131","300"
"50751","992","607","1599"
"50802","3","6","9"
"52442","6","10","16"
"48292","6","4","10"
"54921","2","2","4"
"48705","0","24","24"
"55823","5","5","10"
"51355","5","11","16"
"46806","2","1","3"
"48164","0","2","2"
"43367","0","8","8"
"44063","4","2","6"
"42711","42","20","62"
"44124","8","10","18"
"49420","0","2","2"
"46935","6","15","21"
"46123","12","23","35"
"49215","1","7","8"
"48628","17","32","49"
"51935","0","10","10"
"53096","1","0","1"
"51568","9","21","30"
"46925","1","0","1"
"55519","1","7","8"
"48878","5","7","12"
"49973","30","20","50"
"45907","6","14","20"
"53193","2","7","9"
"55176","23","28","51"
"50012","0","2","2"
"54941","2","6","8"
"52606","0","2","2"
"52861","2","5","7"
"51296","1","36","37"
